,lst
4709,8811
4710,10228
4711,15309
4712,16596
4713,11484
4714,1459
4715,16933
4716,17471
4717,15533
4718,19400
4719,1634
4720,6268
4721,18611
4722,18681
4723,12214
4724,12647
4725,343
4726,17384
4727,6282
4728,10711
4729,19852
4730,11237
4731,3846
4732,16749
4733,6422
4734,16269
4735,9449
4736,14018
4737,11775
4738,14204
4739,13960
4740,16511
4741,5975
4742,6502
4743,5628
4744,15963
4745,18844
4746,16586
4747,16360
4748,7357
4749,17193
4750,16240
4751,4027
4752,15757
4753,2512
4754,4388
4755,15352
4756,6396
4757,2237
4758,19845
4759,9343
4760,5540
4761,4202
4762,17572
4763,18508
4764,16904
4765,13480
4766,5285
4767,9680
4768,17013
4769,6081
4770,5619
4771,1327
4772,11755
4773,3534
4774,16253
4775,4197
4776,628
4777,13375
4778,16273
4779,6869
4780,3276
4781,16894
4782,11223
4783,1232
4784,16167
4785,18801
4786,18602
4787,16197
4788,14048
4789,9939
4790,8697
4791,7030
4792,133
4793,13699
4794,8559
4795,6112
4796,1426
4797,15863
4798,15722
4799,17374
4800,12303
4801,988
4802,317
4803,11445
4804,14720
4805,11579
4806,2743
4807,13090
4808,9146
4809,979
4810,2856
4811,6001
4812,5227
4813,14564
4814,15824
4815,7757
4816,16795
4817,12696
4818,13827
4819,16804
4820,14412
4821,1225
4822,13629
4823,13917
4824,19344
4825,9382
4826,11394
4827,19887
4828,5126
4829,11558
4830,4321
4831,8552
4832,12577
4833,13531
4834,8289
4835,14326
4836,4130
4837,4818
4838,18161
4839,15039
4840,18799
4841,14988
4842,13882
4843,150
4844,17546
4845,1314
4846,7537
4847,8040
4848,13824
4849,3175
4850,3705
4851,16169
4852,3253
4853,6699
4854,14008
4855,11342
4856,4968
4857,6784
4858,12275
4859,7794
4860,4054
4861,6114
4862,19205
4863,17858
4864,1487
4865,2093
4866,3376
4867,5200
4868,17004
4869,3052
4870,15746
4871,4516
4872,17054
4873,1108
4874,13324
4875,2983
4876,10172
4877,1256
4878,15551
4879,1859
4880,2235
4881,17653
4882,3163
4883,1660
4884,9005
4885,7299
4886,13263
4887,12778
4888,1680
4889,8570
4890,8386
4891,6885
4892,14506
4893,15989
4894,13525
4895,15249
4896,16909
4897,19578
4898,3155
4899,7841
4900,17007
4901,19967
4902,9164
4903,2599
4904,544
4905,8611
4906,3259
4907,5243
4908,12146
4909,10101
4910,4700
4911,2124
4912,12878
4913,14654
4914,17156
4915,2505
4916,12824
4917,8154
4918,10774
4919,18045
4920,4677
4921,14951
4922,15537
4923,3110
4924,19317
4925,908
4926,19734
4927,18176
4928,16619
4929,10551
4930,12842
4931,13253
4932,12716
4933,2193
4934,18181
4935,9840
4936,16714
4937,19587
4938,7159
4939,263
4940,18560
4941,4233
4942,19241
4943,6586
4944,2596
4945,12743
4946,12031
4947,2050
4948,2438
4949,6095
4950,12403
4951,10782
4952,14955
4953,6267
4954,13805
4955,12840
4956,13544
4957,17026
4958,6149
4959,1571
4960,8191
4961,10985
4962,10488
4963,18574
4964,2324
4965,5599
4966,12713
4967,4153
4968,18978
4969,12875
4970,1832
4971,13256
4972,18527
4973,8206
4974,15823
4975,11932
4976,3595
4977,3475
4978,5137
4979,8271
4980,7229
4981,16133
4982,2866
4983,5857
4984,7575
4985,1783
4986,8777
4987,2606
4988,19816
4989,19274
4990,6379
4991,19413
4992,1949
4993,17480
4994,16718
4995,3776
4996,18402
4997,11639
4998,5170
4999,6796
5000,13435
5001,7846
5002,17468
5003,9002
5004,1959
5005,10277
5006,9770
5007,128
5008,469
5009,16054
5010,11602
5011,15993
5012,15792
5013,13674
5014,9744
5015,17904
5016,5553
5017,8362
5018,6734
5019,7534
5020,2895
5021,10222
5022,6640
5023,16991
5024,14107
5025,11517
5026,15005
5027,17256
5028,1046
5029,11664
5030,8312
5031,18789
5032,8896
5033,11647
5034,13896
5035,1044
5036,10842
5037,1324
5038,827
5039,14689
5040,705
5041,19551
5042,818
5043,16066
5044,16442
5045,14289
5046,14693
5047,9188
5048,15417
5049,12730
5050,3186
5051,2507
5052,7150
5053,15709
5054,602
5055,3216
5056,12117
5057,3164
5058,3017
5059,15382
5060,14089
5061,18319
5062,10933
5063,15513
5064,18042
5065,9011
5066,9457
5067,15744
5068,13898
5069,5437
5070,15115
5071,16107
5072,10813
5073,18120
5074,7950
5075,1461
5076,451
5077,6460
5078,15271
5079,12164
5080,19110
5081,17079
5082,14672
5083,13635
5084,14220
5085,8326
5086,19700
5087,14584
5088,16248
5089,12794
5090,2800
5091,6128
5092,7238
5093,18231
5094,7458
5095,6800
5096,7
5097,7396
5098,13088
5099,5070
5100,8558
5101,15852
5102,19097
5103,11139
5104,141
5105,14192
5106,9131
5107,5449
5108,14115
5109,17213
5110,38
5111,6189
5112,18811
5113,16165
5114,7668
5115,16421
5116,6446
5117,17423
5118,4665
5119,10287
5120,10201
5121,11530
5122,5672
5123,12369
5124,8243
5125,18264
5126,9713
5127,12323
5128,8641
5129,19179
5130,8717
5131,14312
5132,848
5133,11493
5134,16406
5135,18440
5136,19961
5137,16519
5138,6866
5139,10100
5140,15334
5141,14306
5142,1438
5143,3135
5144,19359
5145,15572
5146,9380
5147,12914
5148,15432
5149,15356
5150,1628
5151,14028
5152,9254
5153,720
5154,12464
5155,2328
5156,2627
5157,3406
5158,2532
5159,15449
5160,12554
5161,5090
5162,2075
5163,17515
5164,15224
5165,8750
5166,7134
5167,18646
5168,7063
5169,13204
5170,9955
5171,493
5172,9920
5173,1103
5174,11012
5175,17447
5176,10734
5177,389
5178,19553
5179,7355
5180,5749
5181,6917
5182,4894
5183,16647
5184,6239
5185,14971
5186,824
5187,732
5188,3816
5189,11979
5190,9992
5191,3229
5192,17931
5193,1781
5194,8233
5195,11094
5196,9281
5197,4219
5198,9372
5199,13422
5200,9282
5201,1076
5202,18257
5203,12635
5204,598
5205,17535
5206,15320
5207,8568
5208,15383
5209,7025
5210,2962
5211,11035
5212,6787
5213,18718
5214,1939
5215,16238
5216,6296
5217,12382
5218,7896
5219,15256
5220,15596
5221,6752
5222,7346
5223,8382
5224,5945
5225,16386
5226,2095
5227,10684
5228,10302
5229,3511
5230,3451
5231,16966
5232,13191
5233,1643
5234,4396
5235,17825
5236,9433
5237,2995
5238,14632
5239,11950
5240,14833
5241,16548
5242,3176
5243,3218
5244,16451
5245,10735
5246,16948
5247,17399
5248,4224
5249,4663
5250,13667
5251,12525
5252,8244
5253,3470
5254,7976
5255,13672
5256,7723
5257,5896
5258,3841
5259,5247
5260,1058
5261,15962
5262,1343
5263,8724
5264,9795
5265,4093
5266,14665
5267,12188
5268,11494
5269,17806
5270,7352
5271,17335
5272,7393
5273,3057
5274,487
5275,14906
5276,12320
5277,1054
5278,8143
5279,18483
5280,19830
5281,16679
5282,15337
5283,14616
5284,7881
5285,11172
5286,10563
5287,14092
5288,4819
5289,9534
5290,13393
5291,1227
5292,6884
5293,443
5294,6322
5295,12082
5296,10381
5297,13284
5298,8430
5299,16999
5300,18999
5301,13877
5302,10795
5303,1617
5304,13232
5305,3731
5306,19910
5307,16159
5308,13214
5309,4067
5310,4264
5311,9932
5312,11819
5313,18800
5314,5718
5315,18356
5316,6754
5317,95
5318,4685
5319,15528
5320,1513
5321,18165
5322,19479
5323,10947
5324,10053
5325,14639
5326,3804
5327,14114
5328,10761
5329,11136
5330,8159
5331,10945
5332,19216
5333,18554
5334,2726
5335,17484
5336,12996
5337,18760
5338,7543
5339,14629
5340,13446
5341,3092
5342,15113
5343,18222
5344,2522
5345,18887
5346,9324
5347,1564
5348,16941
5349,10155
5350,17752
5351,10043
5352,51
5353,8064
5354,10971
5355,18829
5356,12711
5357,18437
5358,6818
5359,15678
5360,7195
5361,2447
5362,16412
5363,9139
5364,14410
5365,12692
5366,19659
5367,12237
5368,5525
5369,12321
5370,14053
5371,17597
5372,8447
5373,15153
5374,14372
5375,5954
5376,5275
5377,3000
5378,15325
5379,11380
5380,10694
5381,6940
5382,17552
5383,4081
5384,15856
5385,7367
5386,6170
5387,15430
5388,2309
5389,8711
5390,1969
5391,19004
5392,2971
5393,11845
5394,2274
5395,15969
5396,6073
5397,12977
5398,1810
5399,14550
5400,9389
5401,15453
5402,12677
5403,7446
5404,16013
5405,8410
5406,5922
5407,14090
5408,12518
5409,6307
5410,11218
5411,8427
5412,17451
5413,7004
5414,9739
5415,1740
5416,6033
5417,176
5418,8375
5419,17717
5420,8884
5421,12121
5422,13943
5423,13908
5424,12225
5425,582
5426,4966
5427,8361
5428,15583
5429,80
5430,19393
5431,17341
5432,18109
5433,16768
5434,14949
5435,1560
5436,4326
5437,4616
5438,1700
5439,11362
5440,6266
5441,5422
5442,16485
5443,4135
5444,2059
5445,7086
5446,19190
5447,7943
5448,16220
5449,6213
5450,7364
5451,19245
5452,8264
5453,8288
5454,6938
5455,13812
5456,5835
5457,17860
5458,8859
5459,6816
5460,6935
5461,8454
5462,16408
5463,16886
5464,2752
5465,4392
5466,8189
5467,9926
5468,9706
5469,15142
5470,17385
5471,4092
5472,10522
5473,4097
5474,2672
5475,16622
5476,15540
5477,6928
5478,5425
5479,2674
5480,12808
5481,8530
5482,14044
5483,3449
5484,5038
5485,16088
5486,4713
5487,9172
5488,229
5489,4965
5490,14124
5491,9917
5492,3813
5493,14339
5494,8077
5495,5815
5496,8831
5497,17164
5498,11214
5499,5874
5500,15830
5501,8776
5502,12811
5503,2597
5504,911
5505,5921
5506,4389
5507,11098
5508,6005
5509,4978
5510,7345
5511,8008
5512,3711
5513,5823
5514,10547
5515,10770
5516,13250
5517,10920
5518,13783
5519,3431
5520,5661
5521,18398
5522,1451
5523,12412
5524,10794
5525,11608
5526,397
5527,13419
5528,1423
5529,13632
5530,626
5531,15028
5532,7510
5533,2467
5534,5241
5535,19794
5536,1196
5537,4473
5538,1845
5539,18406
5540,2030
5541,12732
5542,189
5543,19976
5544,847
5545,3739
5546,18833
5547,16667
5548,18046
5549,18822
5550,11702
5551,13542
5552,11672
5553,2401
5554,13794
5555,1252
5556,13673
5557,6028
5558,18385
5559,10285
5560,16523
5561,3519
5562,2009
5563,3446
5564,16555
5565,4029
5566,702
5567,19389
5568,2436
5569,10450
5570,6918
5571,8286
5572,2346
5573,12718
5574,381
5575,2376
5576,8114
5577,5060
5578,16341
5579,10591
5580,3565
5581,4094
5582,7325
5583,18338
5584,5973
5585,12579
5586,10698
5587,12848
5588,12290
5589,16655
5590,6727
5591,17984
5592,19811
5593,12429
5594,19350
5595,1177
5596,18714
5597,6542
5598,6851
5599,18733
5600,14991
5601,14052
5602,19063
5603,4585
5604,8572
5605,9654
5606,1228
5607,18235
5608,8774
5609,11864
5610,7808
5611,3876
5612,14356
5613,19254
5614,9711
5615,3968
5616,19601
5617,18964
5618,6945
5619,7157
5620,13598
5621,6889
5622,15270
5623,6900
5624,19321
5625,10425
5626,10775
5627,13657
5628,13156
5629,1936
5630,18966
5631,4849
5632,8495
5633,10119
5634,1341
5635,3764
5636,5991
5637,18597
5638,17235
5639,5455
5640,7606
5641,13317
5642,276
5643,15992
5644,5851
5645,15854
5646,9604
5647,5820
5648,11155
5649,7044
5650,18608
5651,13388
5652,9982
5653,7619
5654,11275
5655,11523
5656,18605
5657,3007
5658,19889
5659,11939
5660,1693
5661,8912
5662,10078
5663,3903
5664,9717
5665,4383
5666,500
5667,2714
5668,13904
5669,16739
5670,3622
5671,2990
5672,1651
5673,3582
5674,1978
5675,6059
5676,8764
5677,2242
5678,2775
5679,777
5680,19732
5681,6223
5682,17875
5683,6896
5684,13854
5685,18337
5686,14005
5687,15534
5688,3445
5689,8983
5690,18305
5691,15435
5692,6319
5693,3205
5694,2915
5695,1806
5696,3036
5697,13684
5698,13547
5699,12463
5700,15580
5701,1272
5702,10077
5703,5781
5704,69
5705,18009
5706,3592
5707,17762
5708,9848
5709,16163
5710,13241
5711,16202
5712,11141
5713,9818
5714,19984
5715,10049
5716,4091
5717,15647
5718,2353
5719,725
5720,2068
5721,10629
5722,2622
5723,18468
5724,9715
5725,9498
5726,14661
5727,7878
5728,14129
5729,13058
5730,6066
5731,765
5732,8090
5733,1879
5734,10539
5735,709
5736,11312
5737,8469
5738,17698
5739,8342
5740,4136
5741,4185
5742,4446
5743,19279
5744,4441
5745,12426
5746,512
5747,8018
5748,10880
5749,19155
5750,11953
5751,9003
5752,19480
5753,14937
5754,18970
5755,1911
5756,5650
5757,2903
5758,16505
5759,429
5760,15053
5761,8011
5762,6601
5763,3778
5764,14797
5765,3283
5766,13304
5767,4920
5768,19373
5769,12428
5770,1776
5771,6833
5772,5433
5773,17027
5774,8098
5775,17741
5776,841
5777,4880
5778,11279
5779,17871
5780,5028
5781,8797
5782,6887
5783,1017
5784,642
5785,9666
5786,17932
5787,17765
5788,4268
5789,2278
5790,5317
5791,132
5792,913
5793,17344
5794,799
5795,2121
5796,4466
5797,15784
5798,6417
5799,11540
5800,6419
5801,11349
5802,12080
5803,4474
5804,13973
5805,1329
5806,6676
5807,11661
5808,10941
5809,674
5810,5696
5811,15199
5812,4579
5813,7779
5814,11832
5815,17425
5816,5612
5817,1421
5818,7242
5819,11143
5820,16443
5821,6154
5822,12610
5823,10296
5824,10165
5825,17449
5826,5044
5827,6963
5828,2543
5829,2649
5830,9115
5831,2798
5832,6216
5833,12892
5834,9086
5835,5057
5836,6300
5837,6373
5838,6600
5839,7848
5840,4890
5841,10484
5842,227
5843,12388
5844,18883
5845,2939
5846,14164
5847,8170
5848,7302
5849,10929
5850,19870
5851,7951
5852,8727
5853,9916
5854,17472
5855,9429
5856,12952
5857,5558
5858,4603
5859,16750
5860,2795
5861,7507
5862,18555
5863,3029
5864,8916
5865,12568
5866,3012
5867,1417
5868,2887
5869,15491
5870,15817
5871,9230
5872,2832
5873,4191
5874,17179
5875,16792
5876,5020
5877,14291
5878,6342
5879,14896
5880,15796
5881,13153
5882,14952
5883,8458
5884,6755
5885,17874
5886,9703
5887,3584
5888,6210
5889,15180
5890,11897
5891,17085
5892,4312
5893,13336
5894,18892
5895,2345
5896,1504
5897,7343
5898,7475
5899,5566
5900,9191
5901,16932
5902,13452
5903,2199
5904,2629
5905,13507
5906,7397
5907,2035
5908,18701
5909,18941
5910,13704
5911,8730
5912,19704
5913,5822
5914,15619
5915,18662
5916,11488
5917,3561
5918,2886
5919,4012
5920,19664
5921,14446
5922,14636
5923,3797
5924,13690
5925,4591
5926,3879
5927,8091
5928,10284
5929,12473
5930,6718
5931,18787
5932,8837
5933,4386
5934,4161
5935,4720
5936,351
5937,223
5938,3724
5939,18053
5940,19981
5941,4403
5942,2165
5943,16183
5944,12050
5945,5312
5946,13726
5947,9046
5948,12550
5949,10931
5950,16462
5951,1445
5952,16070
5953,9778
5954,15122
5955,8
5956,15484
5957,17908
5958,9424
5959,82
5960,1934
5961,5488
5962,17867
5963,3569
5964,14437
5965,5843
5966,5983
5967,767
5968,6647
5969,4970
5970,1067
5971,10128
5972,19690
5973,10366
5974,3742
5975,5768
5976,2403
5977,870
5978,12514
5979,11559
5980,5770
5981,19808
5982,9136
5983,5086
5984,19461
5985,6275
5986,3297
5987,13328
5988,8070
5989,18804
5990,15425
5991,7897
5992,11286
5993,6695
5994,15808
5995,11543
5996,5644
5997,650
5998,10587
5999,19387
6000,7278
6001,1476
6002,6716
6003,35
6004,2707
6005,17859
6006,19325
6007,17944
6008,11140
6009,3094
6010,3947
6011,19555
6012,14075
6013,13369
6014,1085
6015,4666
6016,8156
6017,445
6018,10230
6019,9958
6020,7557
6021,15634
6022,9141
6023,18085
6024,11456
6025,1784
6026,18466
6027,14032
6028,12631
6029,3617
6030,373
6031,12531
6032,10830
6033,10786
6034,17950
6035,6529
6036,5461
6037,9187
6038,13187
6039,7234
6040,16419
6041,17964
6042,10156
6043,8874
6044,2136
6045,17654
6046,1432
6047,12745
6048,16547
6049,19853
6050,10596
6051,10374
6052,19183
6053,15288
6054,17971
6055,8742
6056,5757
6057,5003
6058,923
6059,17186
6060,16620
6061,9907
6062,1411
6063,18553
6064,2960
6065,6433
6066,1055
6067,7690
6068,4279
6069,1767
6070,19436
6071,16693
6072,6079
6073,3658
6074,17191
6075,12485
6076,7049
6077,10064
6078,11074
6079,745
6080,17188
6081,10915
6082,5789
6083,13980
6084,17843
6085,11838
6086,9083
6087,18944
6088,13353
6089,17625
6090,16615
6091,4122
6092,2281
6093,489
6094,1404
6095,6729
6096,7289
6097,18345
6098,18901
6099,4255
6100,5808
6101,832
6102,10179
6103,15582
6104,14050
6105,7383
6106,13340
6107,5530
6108,15208
6109,1588
6110,14407
6111,17062
6112,14391
6113,18513
6114,1153
6115,17241
6116,16969
6117,4617
6118,12271
6119,13631
6120,6684
6121,2247
6122,5496
6123,12364
6124,7485
6125,6782
6126,7674
6127,13181
6128,15327
6129,14530
6130,10476
6131,15107
6132,10019
6133,19871
6134,2184
6135,19407
6136,5995
6137,9244
6138,5264
6139,5607
6140,2301
6141,17398
6142,12024
6143,8453
6144,16230
6145,94
6146,3997
6147,2330
6148,8715
6149,2822
6150,9316
6151,19339
6152,17700
6153,13412
6154,8442
6155,4884
6156,14473
6157,19932
6158,19774
6159,8767
6160,14547
6161,9033
6162,238
6163,19815
6164,1977
6165,13247
6166,6807
6167,19564
6168,1508
6169,3558
6170,19714
6171,6999
6172,9364
6173,13239
6174,5009
6175,3957
6176,10969
6177,7748
6178,10410
6179,7461
6180,7327
6181,8014
6182,17091
6183,11327
6184,4377
6185,1188
6186,14562
6187,17897
6188,10743
6189,13195
6190,16113
6191,4057
6192,15860
6193,8423
6194,2977
6195,14552
6196,13571
6197,18816
6198,11396
6199,4357
6200,18661
6201,9098
6202,13461
6203,7474
6204,2537
6205,18081
6206,16840
6207,10558
6208,11986
6209,12220
6210,9396
6211,8019
6212,17266
6213,11859
6214,7128
6215,12799
6216,7056
6217,11137
6218,12099
6219,9513
6220,14795
6221,10102
6222,2123
6223,14445
6224,9312
6225,6619
6226,7597
6227,4903
6228,13278
6229,17805
6230,15471
6231,5457
6232,3535
6233,12721
6234,3013
6235,9991
6236,14184
6237,9091
6238,10451
6239,18317
6240,18246
6241,555
6242,15729
6243,13168
6244,9444
6245,15514
6246,11691
6247,15891
6248,5490
6249,3849
6250,9710
6251,2101
6252,18213
6253,11166
6254,978
6255,6284
6256,9895
6257,16942
6258,18891
6259,5600
6260,12484
6261,19841
6262,15332
6263,10828
6264,14472
6265,12899
6266,731
6267,1157
6268,9218
6269,19041
6270,18652
6271,4947
6272,11132
6273,13048
6274,14549
6275,12157
6276,19974
6277,18416
6278,13685
6279,12173
6280,12704
6281,10606
6282,3524
6283,3640
6284,4077
6285,5614
6286,6025
6287,15933
6288,13947
6289,16787
6290,12387
6291,3602
6292,4498
6293,12155
6294,17589
6295,13043
6296,9235
6297,5451
6298,19268
6299,11131
6300,15362
6301,11111
6302,18057
6303,7478
6304,15380
6305,7741
6306,11326
6307,3488
6308,9566
6309,16130
6310,19805
6311,14590
6312,15032
6313,10490
6314,9398
6315,6832
6316,15021
6317,2181
6318,2151
6319,14628
6320,7729
6321,1691
6322,3361
6323,12534
6324,5411
6325,12436
6326,16695
6327,6363
6328,7451
6329,6008
6330,4334
6331,11724
6332,14280
6333,71
6334,15167
6335,14251
6336,5092
6337,5632
6338,15025
6339,13639
6340,401
6341,11491
6342,14493
6343,10194
6344,5113
6345,14634
6346,11431
6347,1955
6348,10239
6349,4951
6350,4810
6351,7662
6352,809
6353,15630
6354,304
6355,13872
6356,17063
6357,6671
6358,10959
6359,8385
6360,18366
6361,10029
6362,12912
6363,15067
6364,19626
6365,12761
6366,11107
6367,590
6368,10907
6369,9699
6370,10018
6371,9944
6372,7087
6373,8228
6374,5979
6375,17183
6376,16147
6377,15454
6378,16125
6379,14459
6380,4453
6381,5107
6382,14722
6383,5649
6384,11595
6385,8435
6386,15287
6387,2862
6388,13219
6389,17463
6390,10502
6391,6202
6392,13252
6393,17392
6394,19719
6395,19084
6396,2263
6397,171
6398,2669
6399,10350
6400,10632
6401,3322
6402,4732
6403,6503
6404,11339
6405,9117
6406,4415
6407,9682
6408,10181
6409,9252
6410,9327
6411,7431
6412,2105
6413,17077
6414,6061
6415,8768
6416,610
6417,5748
6418,18096
6419,8882
6420,10725
6421,12165
6422,14338
6423,19521
6424,16936
6425,12494
6426,18482
6427,14460
6428,6082
6429,17701
6430,18599
6431,8621
6432,8126
6433,11300
6434,5726
6435,6488
6436,145
6437,3533
6438,17405
6439,15451
6440,6244
6441,4695
6442,10258
6443,11829
6444,18439
6445,17217
6446,1843
6447,4690
6448,4912
6449,19100
6450,14408
6451,17943
6452,12079
6453,1453
6454,5657
6455,12925
6456,5309
6457,15483
6458,7626
6459,19475
6460,12353
6461,19655
6462,4489
6463,8350
6464,12725
6465,1803
6466,11133
6467,8865
6468,6151
6469,4971
6470,17981
6471,19153
6472,3727
6473,13040
6474,1024
6475,6092
6476,17827
6477,9900
6478,11797
6479,16762
6480,4831
6481,15762
6482,1558
6483,11706
6484,12780
6485,6121
6486,8998
6487,643
6488,10936
6489,6221
6490,11422
6491,16819
6492,19149
6493,9771
6494,4753
6495,15512
6496,14361
6497,13926
6498,19979
6499,7419
6500,3292
6501,18618
6502,16104
6503,16856
6504,16921
6505,12205
6506,11598
6507,12137
6508,11634
6509,10501
6510,11357
6511,6961
6512,17302
6513,16552
6514,11615
6515,18208
6516,17493
6517,377
6518,396
6519,18692
6520,4261
6521,10720
6522,16205
6523,14314
6524,4564
6525,1608
6526,16358
6527,3686
6528,2571
6529,10144
6530,16652
6531,8551
6532,13671
6533,16521
6534,19277
6535,8522
6536,4795
6537,14997
6538,5344
6539,18734
6540,12245
6541,8956
6542,15745
6543,4159
6544,16257
6545,16268
6546,9889
6547,16291
6548,1904
6549,8513
6550,4994
6551,5341
6552,17502
6553,11371
6554,9580
6555,3227
6556,481
6557,2839
6558,1717
6559,1207
6560,10481
6561,18104
6562,4806
6563,11611
6564,7174
6565,11336
6566,18794
6567,11609
6568,8662
6569,2814
6570,9412
6571,9510
6572,18374
6573,18784
6574,10497
6575,2094
6576,4461
6577,19243
6578,2875
6579,554
6580,11578
6581,18853
6582,2421
6583,12903
6584,18245
6585,9772
6586,19692
6587,6044
6588,9292
6589,1391
6590,19522
6591,8700
6592,5905
6593,6725
6594,7777
6595,17357
6596,16023
6597,4253
6598,9653
6599,6530
6600,19897
6601,6473
6602,2125
6603,16623
6604,15565
6605,12139
6606,12129
6607,13050
6608,875
6609,10837
6610,15177
6611,8073
6612,17381
6613,16393
6614,6120
6615,13648
6616,2573
6617,10904
6618,13840
6619,14334
6620,18920
6621,7027
6622,11863
6623,4541
6624,5794
6625,18507
6626,5334
6627,17333
6628,6022
6629,14055
6630,18119
6631,10570
6632,12942
6633,3825
6634,19955
6635,9884
6636,339
6637,17779
6638,7237
6639,4687
6640,18388
6641,13201
6642,5734
6643,15077
6644,15494
6645,1415
6646,5667
6647,15272
6648,1884
6649,18146
6650,12471
6651,6500
6652,19233
6653,11968
6654,3666
6655,13464
6656,12558
6657,4787
6658,17069
6659,11759
6660,17976
6661,10149
6662,274
6663,10205
6664,7301
6665,2849
6666,6929
6667,16191
6668,3676
6669,10890
6670,15189
6671,7354
6672,13987
6673,11973
6674,13608
6675,1830
6676,7437
6677,12013
6678,2835
6679,641
6680,3420
6681,4125
6682,7948
6683,18379
6684,5008
6685,14058
6686,3046
6687,13555
6688,14622
6689,12300
6690,10408
6691,19236
6692,2906
6693,7839
6694,15785
6695,14803
6696,8562
6697,81
6698,17002
6699,16342
6700,16153
6701,16072
6702,17391
6703,8807
6704,19948
6705,13622
6706,8303
6707,11795
6708,17952
6709,14982
6710,12145
6711,16363
6712,3702
6713,3392
6714,4722
6715,5806
6716,13468
6717,19318
6718,4931
6719,16246
6720,4458
6721,8383
6722,13932
6723,13653
6724,7348
6725,8278
6726,19351
6727,15617
6728,18093
6729,3120
6730,4523
6731,9440
6732,4834
6733,342
6734,9381
6735,15252
6736,18626
6737,5273
6738,13636
6739,3642
6740,3728
6741,7141
6742,19922
6743,13411
6744,4905
6745,3238
6746,1379
6747,18216
6748,4839
6749,5551
6750,9615
6751,5214
6752,1757
6753,14749
6754,2022
6755,12375
6756,10838
6757,105
6758,11982
6759,13064
6760,2488
6761,4158
6762,12611
6763,11167
6764,12430
6765,18255
6766,7104
6767,3368
6768,7282
6769,13670
6770,7946
6771,2180
6772,2036
6773,19702
6774,11017
6775,12653
6776,18940
6777,18763
6778,15616
6779,7986
6780,17157
6781,5693
6782,2012
6783,37
6784,15421
6785,10234
6786,5885
6787,3965
6788,88
6789,18340
6790,17504
6791,3905
6792,11426
6793,2912
6794,14363
6795,2586
6796,1109
6797,10876
6798,10628
6799,7109
6800,9899
6801,16974
6802,10881
6803,7427
6804,12665
6805,5114
6806,18957
6807,3959
6808,11296
6809,15403
6810,13079
6811,9211
6812,19340
6813,6040
6814,17276
6815,14181
6816,17258
6817,13217
6818,10400
6819,9438
6820,13073
6821,9446
6822,1173
6823,4378
6824,11613
6825,9314
6826,2609
6827,3772
6828,5332
6829,12548
6830,4546
6831,13520
6832,8860
6833,8707
6834,7417
6835,9485
6836,17021
6837,9089
6838,7057
6839,10848
6840,7993
6841,11590
6842,6615
6843,14398
6844,11777
6845,8433
6846,938
6847,7849
6848,14188
6849,19060
6850,16316
6851,5782
6852,9820
6853,11463
6854,15886
6855,17894
6856,7291
6857,17909
6858,8260
6859,14116
6860,2643
6861,19331
6862,475
6863,14076
6864,8670
6865,9567
6866,896
6867,7953
6868,16920
6869,15296
6870,13985
6871,12766
6872,190
6873,7923
6874,4475
6875,13658
6876,8612
6877,6715
6878,4995
6879,5263
6880,10829
6881,11212
6882,12919
6883,16126
6884,6062
6885,7877
6886,11503
6887,19423
6888,13829
6889,4171
6890,4964
6891,2506
6892,3234
6893,12820
6894,11541
6895,19882
6896,16082
6897,16564
6898,8087
6899,2652
6900,11345
6901,10566
6902,10120
6903,8540
6904,3862
6905,8482
6906,4743
6907,6673
6908,7406
6909,4184
6910,775
6911,13837
6912,16540
6913,3388
6914,11808
6915,16018
6916,13025
6917,16963
6918,10727
6919,8785
6920,7840
6921,5333
6922,8217
6923,9502
6924,8071
6925,13687
6926,2711
6927,9437
6928,2848
6929,10767
6930,119
6931,19414
6932,2107
6933,14495
6934,4694
6935,428
6936,14920
6937,4138
6938,8596
6939,18082
6940,2882
6941,6657
6942,1614
6943,2900
6944,10753
6945,16119
6946,18249
6947,1764
6948,15880
6949,12047
6950,17474
6951,12544
6952,7593
6953,3892
6954,15170
6955,17443
6956,14774
6957,7707
6958,4318
6959,8516
6960,2520
6961,12437
6962,14518
6963,2575
6964,11686
6965,17160
6966,10512
6967,3781
6968,10281
6969,12652
6970,13903
6971,179
6972,7012
6973,8183
6974,6368
6975,10021
6976,3549
6977,14274
6978,9611
6979,10409
6980,1835
6981,18344
6982,4856
6983,14854
6984,10151
6985,4155
6986,18765
6987,10804
6988,4452
6989,13414
6990,19363
6991,12026
6992,6338
6993,18564
6994,2911
6995,5293
6996,12107
6997,15559
6998,3219
6999,7865
7000,4351
7001,6303
7002,8408
7003,14805
7004,19185
7005,7786
7006,4861
7007,10198
7008,7908
7009,14450
7010,5051
7011,14271
7012,9229
7013,19250
7014,8192
7015,16481
7016,16906
7017,18107
7018,1540
7019,2160
7020,19146
7021,486
7022,14734
7023,6056
7024,2102
7025,7182
7026,2754
7027,15166
7028,13231
7029,3244
7030,226
7031,8842
7032,5746
7033,5877
7034,14707
7035,8441
7036,2255
7037,14996
7038,13444
7039,5007
7040,14638
7041,15275
7042,12566
7043,5178
7044,665
7045,6254
7046,1582
7047,15950
7048,3787
7049,5124
7050,12838
7051,165
7052,19763
7053,208
7054,7911
7055,2638
7056,15556
7057,8901
7058,16499
7059,860
